31.3362
16.8896
11.7922
8.2249
7.5142
6.9133
5.8165
7.2046
4.6804
6.9426
6.1935
5.6486
6.7567
5.1805
6.0432
5.3770
4.6977
4.4042
5.1673
4.7921
4.7708
5.6919
5.2952
6.5130
6.8722
4.8989
5.3063
6.8605
4.6125
5.3603
6.0798
5.3443
5.0970
5.2280
4.9279
6.4058
6.4008
4.8314
4.7596
5.1926
6.5442
5.0621
5.9549
5.9480
4.8402
4.9135
5.2264
5.4380
5.3756
5.9611
6.8335
6.7482
5.4105
4.6335
6.0521
6.2055
5.3073
5.1040
4.9670
5.9420
5.3050
6.3796
5.8453
4.9244
5.7578
4.4776
4.1220
5.1706
4.9289
5.6042
4.8992
5.1960
5.5227
6.2486
4.6580
6.2024
4.9647
7.5079
7.4770
5.0378
8.1251
5.7940
8.3586
5.7634
6.2974
4.8186
3.9743
4.5584
4.6280
5.3980
6.0404
5.8104
5.3255
5.8301
5.3909
5.1353
5.5562
5.7207
4.3842
9.6481
